Season,No.,Team,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
2003,50,POR,Zach Randolph,PF,6-9,250,"July 16, 1981",us,1,Michigan State
2003,11,POR,Arvydas Sabonis,C,7-3,279,"December 19, 1964",lt,6,
2003,7,POR,Charles Smith,SG,6-4,194,"August 22, 1975",us,3,New Mexico
2003,3,POR,Damon Stoudamire,PG,5-10,171,"September 3, 1973",us,7,Arizona
2003,30,POR,Rasheed Wallace,PF,6-11,225,"September 17, 1974",us,7,UNC
2003,6,POR,Bonzi Wells,SG,6-5,210,"September 28, 1976",us,4,Ball State University
2003,24,POR,Qyntel Woods,PF,6-8,221,"February 16, 1981",us,R,Northeast Mississippi Community College
2004,3,ATL,Shareef Abdur-Rahim,PF,6-9,225,"December 11, 1976",us,7,California
2004,33,ATL,Michael Bradley,C,6-10,245,"April 18, 1979",us,2,"Kentucky, Villanova"
2004,40,ATL,Jason Collier,C,7-0,260,"September 8, 1977",us,3,"Indiana, Georgia Tech"
2004,4,ATL,Chris Crawford,PF,6-9,235,"May 13, 1975",us,6,Marquette
2004,5,ATL,Josh Davis,PF,6-8,235,"August 10, 1980",us,R,Wyoming
2004,32,ATL,Boris Diaw,SG,6-8,250,"April 16, 1982",fr,R,
2004,12,ATL,Dan Dickau,PG,6-0,190,"September 16, 1978",us,1,"Washington, Gonzaga"
2004,15,ATL,Hiram Fuller,PF,6-9,240,"May 15, 1981",us,R,Fresno State
2004,5,ATL,Dion Glover,SG,6-5,228,"October 22, 1978",us,4,Georgia Tech
2004,6,ATL,Travis Hansen,SF,6-6,205,"April 15, 1978",us,R,"Utah Valley, BYU"
2004,44,ATL,Alan Henderson,PF,6-9,235,"December 2, 1972",us,8,Indiana
2004,1,ATL,Stephen Jackson,SF,6-8,218,"April 5, 1978",us,3,Butler County Community College
2004,2,ATL,Nazr Mohammed,C,6-10,221,"September 5, 1977",us,5,Kentucky
2004,34,ATL,Mamadou N'Diaye,C,7-0,255,"June 16, 1975",sn,3,Auburn
2004,54,ATL,Lee Nailon,PF,6-9,238,"February 22, 1975",us,3,"Butler County Community College, TCU"
2004,7,ATL,Wesley Person,SG,6-6,195,"March 28, 1971",us,9,Auburn
2004,10,ATL,Joel Przybilla,C,7-1,255,"October 10, 1979",us,3,Minnesota
2004,42,ATL,Theo Ratliff,C,6-10,225,"April 17, 1973",us,8,Wyoming
2004,12,ATL,Željko Rebrača,C,7-0,257,"April 9, 1972",rs,2,
2004,3,ATL,Bob Sura,SG,6-5,200,"March 25, 1973",us,8,Florida State
2004,31,ATL,Jason Terry,PG,6-2,185,"September 15, 1977",us,4,Arizona
2004,11,ATL,Jacque Vaughn,PG,6-1,190,"February 11, 1975",us,6,Kansas
2004,36,ATL,Rasheed Wallace,PF,6-11,225,"September 17, 1974",us,8,UNC
2004,7,BOS,Chucky Atkins,PG,5-11,160,"August 14, 1974",us,4,South Florida
2004,42,BOS,Vin Baker,PF,6-11,232,"November 23, 1971",us,10,University of Hartford
2004,11,BOS,Marcus Banks,PG,6-2,200,"November 19, 1981",us,R,UNLV
2004,13,BOS,Dana Barros,SG,5-11,163,"April 13, 1967",us,13,Boston College
2004,4,BOS,Tony Battie,C,6-11,230,"February 11, 1976",us,6,Texas Tech
2004,30,BOS,Mark Blount,C,7-0,230,"November 30, 1975",us,3,Pitt
2004,5,BOS,Kedrick Brown,SF,6-7,222,"March 18, 1981",us,2,Okaloosa-Walton Community College
2004,12,BOS,Ricky Davis,SF,6-6,195,"September 23, 1979",us,5,Iowa
2004,56,BOS,Brandon Hunter,PF,6-7,260,"November 24, 1980",us,R,Ohio University
2004,13,BOS,Mike James,PG,6-2,188,"June 23, 1975",us,2,Duquesne
2004,20,BOS,Jumaine Jones,SG,6-8,218,"February 10, 1979",us,4,Georgia
2004,45,BOS,Raef LaFrentz,C,6-11,240,"May 29, 1976",us,5,Kansas
2004,0,BOS,Walter McCarty,PF,6-10,230,"February 1, 1974",us,7,Kentucky
2004,4,BOS,Chris Mihm,C,7-0,265,"July 16, 1979",us,3,Texas
2004,43,BOS,Kendrick Perkins,C,6-10,270,"November 10, 1984",us,R,
2004,34,BOS,Paul Pierce,SG,6-7,235,"October 13, 1977",us,5,Kansas
2004,5,BOS,Michael Stewart,C,6-10,230,"April 25, 1975",fr,6,California
2004,44,BOS,Jiří Welsch,SG,6-7,208,"January 27, 1980",cz,1,
2004,55,BOS,Eric Williams,SF,6-8,220,"July 17, 1972",us,8,"Vincennes University, Providence"
2004,35,CHI,Lonny Baxter,PF,6-8,260,"January 27, 1979",us,1,Maryland
2004,43,CHI,Corie Blount,PF,6-9,240,"January 4, 1969",us,10,Cincinnati
2004,9,CHI,Rick Brunson,PG,6-4,190,"June 14, 1972",us,6,Temple
2004,3,CHI,Tyson Chandler,PF,7-0,235,"October 2, 1982",us,2,
2004,1,CHI,Jamal Crawford,SG,6-5,185,"March 20, 1980",us,3,Michigan
2004,2,CHI,Eddy Curry,PF,7-0,295,"December 5, 1982",us,2,
2004,34,CHI,Antonio Davis,C,6-9,215,"October 31, 1968",us,10,Texas-El Paso
2004,20,CHI,Ronald Dupree,SF,6-7,209,"January 26, 1981",us,R,LSU
2004,21,CHI,Marcus Fizer,SF,6-9,262,"August 10, 1978",us,3,Iowa State
2004,13,CHI,Kendall Gill,SG,6-5,195,"May 25, 1968",us,13,Illinois
2004,12,CHI,Kirk Hinrich,PG,6-4,190,"January 2, 1981",us,R,Kansas
2004,6,CHI,Chris Jefferies,SF,6-8,225,"February 13, 1980",us,1,"Arkansas, Fresno State"
2004,8,CHI,Linton Johnson,SF,6-8,205,"June 13, 1980",us,R,Tulane
2004,42,CHI,Donyell Marshall,PF,6-9,218,"May 18, 1973",us,9,UConn
2004,31,CHI,Roger Mason,SG,6-5,200,"September 10, 1980",us,1,Virginia
2004,15,CHI,Jannero Pargo,PG,6-1,175,"October 22, 1979",us,1,Arkansas
2004,33,CHI,Scottie Pippen,SF,6-8,210,"September 25, 1965",us,16,University of Central Arkansas
2004,32,CHI,Eddie Robinson,SF,6-8,210,"April 19, 1976",us,4,University of Central Oklahoma
2004,5,CHI,Jalen Rose,SF,6-8,210,"January 30, 1973",us,9,Michigan
2004,45,CHI,Paul Shirley,PF,6-10,230,"December 23, 1977",us,1,Iowa State
2004,11,CHI,Jerome Williams,PF,6-9,206,"May 10, 1973",us,7,Georgetown
2004,4,CLE,Tony Battie,C,6-11,230,"February 11, 1976",us,6,Texas Tech
2004,1,CLE,Carlos Boozer,PF,6-9,258,"November 20, 1981",de,1,Duke
2004,3,CLE,J.R. Bremer,PG,6-2,185,"September 19, 1980",us,1,St. Bonaventure
2004,5,CLE,Kedrick Brown,SF,6-7,222,"March 18, 1981",us,2,Okaloosa-Walton Community College
2004,8,CLE,Mateen Cleaves,PG,6-2,205,"September 7, 1977",us,3,Michigan State
2004,31,CLE,Ricky Davis,SG,6-6,195,"September 23, 1979",us,5,Iowa
2004,52,CLE,DeSagana Diop,C,7-0,300,"January 30, 1982",sn,2,
2004,11,CLE,Zydrunas Ilgauskas,C,7-3,238,"June 5, 1975",lt,5,
2004,23,CLE,LeBron James,SG,6-9,250,"December 30, 1984",us,R,
2004,24,CLE,Jason Kapono,SF,6-8,213,"February 4, 1981",us,R,UCLA
2004,32,CLE,Jelani McCoy,C,6-10,245,"December 6, 1977",us,5,UCLA
2004,0,CLE,Jeff McInnis,PG,6-4,190,"October 22, 1974",us,6,UNC
2004,4,CLE,Chris Mihm,PF,7-0,265,"July 16, 1979",us,3,Texas
2004,21,CLE,Darius Miles,SF,6-9,210,"October 9, 1981",us,3,
2004,54,CLE,Lee Nailon,SF,6-9,238,"February 22, 1975",us,3,"Butler County Community College, TCU"
2004,14,CLE,Ira Newble,SF,6-7,220,"January 20, 1975",us,3,Miami University
2004,12,CLE,Kevin Ollie,PG,6-4,195,"December 27, 1972",us,6,UConn
2004,13,CLE,Michael Stewart,PF,6-10,230,"April 25, 1975",fr,6,California
2004,41,CLE,Bruno Šundov,C,7-2,220,"February 10, 1980",hr,5,
2004,2,CLE,Dajuan Wagner,SG,6-2,200,"February 4, 1983",us,1,Memphis
2004,55,CLE,Eric Williams,SF,6-8,220,"July 17, 1972",us,8,"Vincennes University, Providence"
2004,7,DET,Chucky Atkins,PG,5-11,160,"August 14, 1974",us,4,South Florida
2004,1,DET,Chauncey Billups,PG,6-3,202,"September 25, 1976",us,6,Colorado
2004,41,DET,Elden Campbell,C,6-11,215,"July 23, 1968",us,13,Clemson
2004,44,DET,Hubert Davis,SG,6-5,183,"May 17, 1970",us,11,UNC
2004,24,DET,Tremaine Fowlkes,SF,6-8,220,"April 11, 1976",us,2,"California, Fresno State"
2004,8,DET,Darvin Ham,SF,6-7,220,"July 23, 1973",us,6,Texas Tech
2004,32,DET,Richard Hamilton,SG,6-6,185,"February 14, 1978",us,4,UConn
2004,10,DET,Lindsey Hunter,SG,6-2,170,"December 3, 1970",us,10,"Alcorn State, Jackson State University"
2004,7,DET,Mike James,PG,6-2,188,"June 23, 1975",us,2,Duquesne
2004,31,DET,Darko Miličić,C,7-0,250,"June 20, 1985",rs,R,
2004,13,DET,Mehmet Okur,PF,6-11,249,"May 26, 1979",tr,1,
2004,22,DET,Tayshaun Prince,SF,6-9,212,"February 28, 1980",us,1,Kentucky
2004,39,DET,Željko Rebrača,C,7-0,257,"April 9, 1972",rs,2,
2004,5,DET,Bob Sura,SG,6-5,200,"March 25, 1973",us,8,Florida State
2004,3,DET,Ben Wallace,C,6-9,240,"September 10, 1974",us,7,Virginia Union University
2004,30,DET,Rasheed Wallace,PF,6-11,225,"September 17, 1974",us,8,UNC
2004,34,DET,Corliss Williamson,PF,6-7,245,"December 4, 1973",us,8,Arkansas
2004,9,GSW,J.R. Bremer,PG,6-2,185,"September 19, 1980",us,1,St. Bonaventure
2004,35,GSW,Brian Cardinal,PF,6-8,245,"May 2, 1977",us,3,Purdue
2004,40,GSW,Calbert Cheaney,SF,6-7,209,"July 17, 1971",us,10,Indiana
2004,10,GSW,Speedy Claxton,PG,5-11,166,"May 8, 1978",us,2,Hofstra
2004,25,GSW,Erick Dampier,C,6-11,265,"July 14, 1975",us,7,Mississippi State
2004,34,GSW,Mike Dunleavy,SF,6-9,230,"September 15, 1980",us,1,Duke
2004,31,GSW,Adonal Foyle,C,6-10,250,"March 9, 1975",vc,6,Colgate
2004,6,GSW,Avery Johnson,PG,5-10,175,"March 25, 1965",us,15,"Cameron University, Southern University and A&M College"
2004,54,GSW,Popeye Jones,PF,6-8,250,"June 17, 1970",us,10,Murray State
2004,21,GSW,Sean Lampley,SF,6-7,227,"September 3, 1979",us,1,California
2004,7,GSW,Dan Langhi,SF,6-11,220,"November 28, 1977",us,3,Vanderbilt
2004,5,GSW,Rusty LaRue,PG,6-2,210,"December 10, 1973",us,4,Wake Forest
2004,1,GSW,Troy Murphy,PF,6-11,245,"May 2, 1980",us,2,Notre Dame
2004,44,GSW,Cherokee Parks,C,6-11,235,"October 11, 1972",us,8,Duke
2004,2,GSW,Mickaël Piétrus,PG,6-6,215,"February 7, 1982",gp,R,
2004,23,GSW,Jason Richardson,SG,6-6,220,"January 20, 1981",us,2,Michigan State
2004,3,GSW,Clifford Robinson,PF,6-10,225,"December 16, 1966",us,14,UConn
2004,37,GSW,Nick Van Exel,PG,6-1,170,"November 27, 1971",us,10,"Trinity Valley CC, Cincinnati"
2004,32,HOU,Torraye Braggs,PF,6-8,245,"May 15, 1976",us,R,Xavier
2004,13,HOU,Kelvin Cato,PF,6-11,255,"August 26, 1974",us,6,"University of South Alabama, Iowa State"
2004,1,HOU,Alton Ford,PF,6-9,275,"May 29, 1981",us,2,Houston
2004,3,HOU,Steve Francis,PG,6-3,195,"February 21, 1977",us,4,Maryland
2004,7,HOU,Adrian Griffin,SG,6-5,217,"July 4, 1974",us,4,Seton Hall
2004,21,HOU,Jim Jackson,SF,6-6,220,"October 14, 1970",us,11,Ohio State
2004,31,HOU,Mark Jackson,PG,6-1,180,"April 1, 1965",us,16,St. John's
2004,11,HOU,Yao Ming,C,7-6,310,"September 12, 1980",cn,1,
2004,5,HOU,Cuttino Mobley,SG,6-4,190,"September 1, 1975",us,5,Rhode Island
2004,9,HOU,Boštjan Nachbar,SF,6-9,221,"July 3, 1980",si,1,
2004,12,HOU,Moochie Norris,PG,6-1,175,"July 27, 1973",us,6,"Auburn, University of West Florida"
2004,33,HOU,Charles Oakley,PF,6-9,225,"December 18, 1963",us,18,Virginia Union University
2004,35,HOU,Scott Padgett,PF,6-9,240,"April 19, 1976",us,4,Kentucky
2004,52,HOU,Eric Piatkowski,SF,6-7,215,"September 30, 1970",us,9,Nebraska
2004,2,HOU,Maurice Taylor,PF,6-9,260,"October 30, 1976",us,5,"Michigan, LSU"
2004,30,HOU,Clarence Weatherspoon,PF,6-6,240,"September 8, 1970",us,11,Southern Miss
2004,29,HOU,Mike Wilks,PG,5-10,185,"May 7, 1979",us,1,Rice University
2004,8,LAL,Kobe Bryant,SG,6-6,212,"August 23, 1978",us,7,
2004,1,LAL,Maurice Carter,SG,6-5,210,"October 12, 1976",us,R,LSU
2004,7,LAL,Brian Cook,C,6-9,234,"December 4, 1980",us,R,Illinois
2004,2,LAL,Derek Fisher,SG,6-1,200,"August 9, 1974",us,7,Little Rock
2004,17,LAL,Rick Fox,SF,6-7,230,"July 24, 1969",ca,12,UNC
2004,3,LAL,Devean George,SF,6-8,220,"August 29, 1977",us,4,Augsburg College
2004,54,LAL,Horace Grant,PF,6-10,215,"July 4, 1965",us,16,Clemson
2004,11,LAL,Karl Malone,PF,6-9,250,"July 24, 1963",us,18,Louisiana Tech
2004,14,LAL,Stanislav Medvedenko,PF,6-10,250,"April 4, 1979",ua,3,
2004,34,LAL,Shaquille O'Neal,C,7-1,325,"March 6, 1972",us,11,LSU
2004,12,LAL,Jannero Pargo,PG,6-1,175,"October 22, 1979",us,1,Arkansas
2004,20,LAL,Gary Payton,PG,6-4,180,"July 23, 1968",us,13,Oregon State
2004,21,LAL,Kareem Rush,SG,6-6,215,"October 30, 1980",us,1,Missouri
2004,9,LAL,Bryon Russell,SF,6-7,225,"December 31, 1970",us,10,Cal State Long Beach
2004,31,LAL,Jamal Sampson,C,6-11,235,"May 15, 1983",us,1,California
2004,5,LAL,Ime Udoka,SF,6-6,215,"August 9, 1977",us,R,"San Francisco, Portland State"
2004,4,LAL,Luke Walton,PF,6-8,235,"March 28, 1980",us,R,Arizona
2004,11,MIL,T.J. Ford,PG,6-0,165,"March 24, 1983",us,R,Texas
2004,50,MIL,Dan Gadzuric,C,6-11,240,"February 2, 1978",nl,1,UCLA
2004,12,MIL,Marcus Haislip,PF,6-10,230,"December 22, 1980",us,1,Tennessee
2004,19,MIL,Damon Jones,PG,6-3,185,"August 25, 1976",us,5,Houston
2004,6,MIL,Brevin Knight,PG,5-10,173,"November 8, 1975",us,6,Stanford
2004,7,MIL,Toni Kukoč,PF,6-10,192,"September 18, 1968",hr,10,
2004,3,MIL,Dan Langhi,SF,6-11,220,"November 28, 1977",us,3,Vanderbilt
2004,24,MIL,Desmond Mason,SF,6-7,224,"October 11, 1977",us,3,Oklahoma State
2004,6,MIL,Joel Przybilla,C,7-1,255,"October 10, 1979",us,3,Minnesota
2004,22,MIL,Michael Redd,SG,6-6,220,"August 24, 1979",us,3,Ohio State
2004,15,MIL,Daniel Santiago,C,7-1,256,"June 24, 1976",us,2,"New Mexico, Saint Vincent College"
2004,54,MIL,Brian Skinner,C,6-9,255,"May 19, 1976",us,5,Baylor
2004,8,MIL,Joe Smith,PF,6-10,225,"July 26, 1975",us,8,Maryland
2004,20,MIL,Erick Strickland,PG,6-3,210,"November 25, 1973",us,7,Nebraska
2004,5,MIL,Tim Thomas,SF,6-10,230,"February 26, 1977",us,6,Villanova
2004,44,MIL,Keith Van Horn,SF,6-10,220,"October 23, 1975",us,6,Utah
2004,49,NYK,Shandon Anderson,SG,6-6,208,"December 31, 1973",us,7,Georgia
2004,42,NYK,Vin Baker,PF,6-11,232,"November 23, 1971",us,10,University of Hartford
2004,51,NYK,Michael Doleac,C,6-11,262,"June 15, 1977",us,5,Utah
2004,4,NYK,Howard Eisley,PG,6-2,177,"December 4, 1972",us,9,Boston College
2004,1,NYK,Anfernee Hardaway,SG,6-7,195,"July 18, 1971",us,10,Memphis
2004,32,NYK,Othella Harrington,PF,6-9,235,"January 31, 1974",us,7,Georgetown
2004,20,NYK,Allan Houston,SG,6-6,200,"April 20, 1971",us,10,Tennessee
2004,4,NYK,DerMarr Johnson,SF,6-9,201,"May 5, 1980",us,2,Cincinnati
2004,3,NYK,Stephon Marbury,PG,6-2,180,"February 20, 1977",us,7,Georgia Tech
2004,34,NYK,Antonio McDyess,PF,6-9,220,"September 7, 1974",us,7,Alabama
2004,13,NYK,Nazr Mohammed,C,6-10,221,"September 5, 1977",us,5,Kentucky
2004,55,NYK,Dikembe Mutombo,C,7-2,245,"June 25, 1966",cd,12,Georgetown
2004,25,NYK,Moochie Norris,PG,6-1,175,"July 27, 1973",us,6,"Auburn, University of West Florida"
2004,41,NYK,Bruno Šundov,C,7-2,220,"February 10, 1980",hr,5,
2004,50,NYK,Mike Sweetney,PF,6-8,275,"October 25, 1982",us,R,Georgetown
2004,40,NYK,Kurt Thomas,PF,6-9,230,"October 4, 1972",us,8,TCU
2004,5,NYK,Tim Thomas,SF,6-10,230,"February 26, 1977",us,6,Villanova
2004,"5, 14",NYK,Cezary Trybański,C,7-2,240,"September 22, 1979",pl,1,
2004,2,NYK,Keith Van Horn,SF,6-10,220,"October 23, 1975",us,6,Utah
2004,21,NYK,Charlie Ward,PG,6-2,190,"October 12, 1970",us,9,Florida State
2004,35,NYK,Clarence Weatherspoon,PF,6-6,240,"September 8, 1970",us,11,Southern Miss
2004,30,NYK,Frank Williams,PG,6-3,212,"February 25, 1980",us,1,Illinois
2004,21,PHI,Greg Buckner,SG,6-4,210,"September 16, 1976",us,4,Clemson
2004,44,PHI,Derrick Coleman,C,6-10,230,"June 21, 1967",us,13,Syracuse
2004,1,PHI,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht,1,Seton Hall
2004,33,PHI,Willie Green,SG,6-4,200,"July 28, 1981",us,R,Detroit Mercy
2004,42,PHI,Zendon Hamilton,C,6-11,250,"April 27, 1975",us,3,St. John's
2004,3,PHI,Allen Iverson,SG,6-0,165,"June 7, 1975",us,7,Georgetown
2004,25,PHI,Marc Jackson,PF,6-10,270,"January 16, 1975",us,3,"VCU, Temple"
2004,26,PHI,Kyle Korver,SF,6-7,212,"March 17, 1981",us,R,Creighton
2004,0,PHI,Amal McCaskill,C,6-11,235,"October 28, 1973",us,3,Marquette
2004,8,PHI,Aaron McKie,SF,6-5,209,"October 2, 1972",us,9,Temple
2004,31,PHI,Glenn Robinson,SF,6-7,225,"January 10, 1973",us,9,Purdue
2004,7,PHI,John Salmons,SG,6-7,210,"December 12, 1979",us,1,Miami (FL)
2004,20,PHI,Eric Snow,PG,6-3,190,"April 24, 1973",us,8,Michigan State
2004,9,PHI,Kenny Thomas,PF,6-7,261,"July 25, 1977",us,4,New Mexico
2004,21,PHO,Robert Archibald,PF,6-11,250,"March 29, 1980",gb,1,Illinois
2004,10,PHO,Leandro Barbosa,PG,6-3,194,"November 28, 1982",br,R,
2004,11,PHO,Žarko Čabarkapa,PF,6-11,235,"May 21, 1981",rs,R,
2004,12,PHO,Howard Eisley,PG,6-2,177,"December 4, 1972",us,9,Boston College
2004,24,PHO,Tom Gugliotta,PF,6-10,240,"December 19, 1969",us,11,NC State
2004,1,PHO,Anfernee Hardaway,SG,6-7,195,"July 18, 1971",us,10,Memphis
2004,4,PHO,Donnell Harvey,PF,6-8,220,"August 26, 1980",us,3,Florida
2004,23,PHO,Casey Jacobsen,SF,6-6,215,"March 19, 1981",us,1,Stanford
2004,2,PHO,Joe Johnson,SG,6-7,240,"June 29, 1981",us,2,Arkansas
2004,22,PHO,Brevin Knight,PG,5-10,173,"November 8, 1975",us,6,Stanford
2004,30,PHO,Maciej Lampe,C,6-11,275,"February 5, 1985",pl,R,
2004,3,PHO,Stephon Marbury,PG,6-2,180,"February 20, 1977",us,7,Georgia Tech
2004,31,PHO,Shawn Marion,SF,6-7,220,"May 7, 1978",us,4,"Vincennes University, UNLV"
2004,14,PHO,Antonio McDyess,PF,6-9,220,"September 7, 1974",us,7,Alabama
2004,32,PHO,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",us,1,
2004,15,PHO,Cezary Trybański,C,7-2,240,"September 22, 1979",pl,1,
2004,43,PHO,Jake Voskuhl,C,6-11,245,"November 1, 1977",us,3,UConn
2004,55,PHO,Jahidi White,C,6-9,290,"February 19, 1976",us,5,Georgetown
2004,47,PHO,Scott Williams,C,6-10,230,"March 21, 1968",us,13,UNC
2004,33,POR,Shareef Abdur-Rahim,PF,6-9,225,"December 11, 1976",us,7,California
2004,1,POR,Derek Anderson,SG,6-5,194,"July 18, 1974",us,6,"Ohio State, Kentucky"
2004,44,POR,Ruben Boumtje-Boumtje,C,7-0,257,"May 20, 1978",cm,2,Georgetown
2004,31,POR,Matt Carroll,SG,6-6,212,"August 28, 1980",us,R,Notre Dame
2004,10,POR,Omar Cook,PG,6-1,190,"January 28, 1982",us,R,St. John's
2004,34,POR,Dale Davis,C,6-11,230,"March 25, 1969",us,12,Clemson
2004,7,POR,Dan Dickau,PG,6-0,190,"September 16, 1978",us,1,"Washington, Gonzaga"
2004,28,POR,Kaniel Dickens,PF,6-8,215,"July 21, 1978",us,R,"Tyler Junior College, Idaho"
2004,5,POR,Desmond Ferguson,SF,6-7,203,"July 22, 1977",us,R,"Missouri, Detroit Mercy"
2004,4,POR,Eddie Gill,PG,6-0,190,"August 16, 1978",us,2,Weber State
2004,5,POR,Jeff McInnis,SG,6-4,190,"October 22, 1974",us,6,UNC
2004,23,POR,Darius Miles,SF,6-9,210,"October 9, 1981",us,3,
2004,35,POR,Tracy Murray,SF,6-7,225,"July 25, 1971",us,11,UCLA
2004,25,POR,Travis Outlaw,PF,6-9,210,"September 18, 1984",us,R,
2004,21,POR,Ruben Patterson,SF,6-5,224,"July 31, 1975",us,5,Cincinnati
2004,7,POR,Wesley Person,SG,6-6,195,"March 28, 1971",us,9,Auburn
2004,50,POR,Zach Randolph,PF,6-9,250,"July 16, 1981",us,2,Michigan State
2004,42,POR,Theo Ratliff,C,6-10,225,"April 17, 1973",us,8,Wyoming
2004,11,POR,Vladimir Stepania,C,7-0,236,"May 8, 1976",ge,5,
2004,3,POR,Damon Stoudamire,PG,5-10,171,"September 3, 1973",us,8,Arizona
2004,29,POR,Slavko Vraneš,C,7-5,275,"January 30, 1983",rs,R,
2004,30,POR,Rasheed Wallace,PF,6-11,225,"September 17, 1974",us,8,UNC
2004,6,POR,Bonzi Wells,SG,6-5,210,"September 28, 1976",us,5,Ball State University
2004,24,POR,Qyntel Woods,SF,6-8,221,"February 16, 1981",us,1,Northeast Mississippi Community College
2005,12,ATL,Kenny Anderson,PG,6-1,168,"October 9, 1970",us,13,Georgia Tech
2005,20,ATL,Jon Barry,SG,6-4,195,"July 25, 1969",us,12,"University of the Pacific, Georgia Tech"
2005,1,ATL,Josh Childress,SG,6-8,210,"June 20, 1983",us,R,Stanford
2005,40,ATL,Jason Collier,C,7-0,260,"September 8, 1977",us,4,"Indiana, Georgia Tech"
2005,0,ATL,Tony Delk,SG,6-1,189,"January 28, 1974",us,8,Kentucky
2005,13,ATL,Boris Diaw,SG,6-8,250,"April 16, 1982",fr,1,
2005,14,ATL,Predrag Drobnjak,C,6-11,270,"October 27, 1975",me,3,
2005,54,ATL,Obinna Ekezie,C,6-9,270,"August 22, 1975",ng,3,Maryland
2005,7,ATL,Tom Gugliotta,PF,6-10,240,"December 19, 1969",us,12,NC State
2005,3,ATL,Al Harrington,SF,6-9,230,"February 17, 1980",us,6,
2005,36,ATL,Royal Ivey,PG,6-3,200,"December 20, 1981",us,R,Texas
2005,10,ATL,Tyronn Lue,PG,6-0,175,"May 3, 1977",us,6,Nebraska
2005,34,ATL,Jelani McCoy,C,6-10,245,"December 6, 1977",us,6,UCLA
2005,2,ATL,Anthony Miller,PF,6-9,225,"October 22, 1971",us,7,Michigan State
2005,15,ATL,Donta Smith,SG,6-7,215,"November 27, 1983",us,R,Southeastern Illinois College
2005,5,ATL,Josh Smith,SF,6-9,225,"December 5, 1985",us,R,
2005,44,ATL,Michael Stewart,PF,6-10,230,"April 25, 1975",fr,7,California
2005,6,ATL,James Thomas,PF,6-8,235,"November 22, 1980",us,R,Texas
2005,8,ATL,Antoine Walker,PF,6-9,224,"August 12, 1976",us,8,Kentucky
2005,42,ATL,Kevin Willis,C,7-0,220,"September 6, 1962",us,19,Michigan State
2005,42,BOS,Tony Allen,SG,6-4,213,"January 11, 1982",us,R,"Butler County Community College, Oklahoma State"
2005,11,BOS,Marcus Banks,PG,6-2,200,"November 19, 1981",us,1,UNLV
2005,30,BOS,Mark Blount,C,7-0,230,"November 30, 1975",us,4,Pitt
2005,12,BOS,Ricky Davis,SG,6-6,195,"September 23, 1979",us,6,Iowa
2005,7,BOS,Tom Gugliotta,PF,6-10,240,"December 19, 1969",us,12,NC State
2005,"7, 8",BOS,Al Jefferson,PF,6-10,289,"January 4, 1985",us,R,
2005,45,BOS,Raef LaFrentz,PF,6-11,240,"May 29, 1976",us,6,Kansas
2005,0,BOS,Walter McCarty,PF,6-10,230,"February 1, 1974",us,8,Kentucky
2005,20,BOS,Gary Payton,PG,6-4,180,"July 23, 1968",us,14,Oregon State
2005,43,BOS,Kendrick Perkins,C,6-10,270,"November 10, 1984",us,1,
2005,34,BOS,Paul Pierce,SF,6-7,235,"October 13, 1977",us,6,Kansas
2005,9,BOS,Justin Reed,SF,6-8,240,"January 16, 1982",us,R,Ole Miss
2005,88,BOS,Antoine Walker,PF,6-9,224,"August 12, 1976",us,8,Kentucky
2005,44,BOS,Jiří Welsch,SG,6-7,208,"January 27, 1980",cz,2,
2005,13,BOS,Delonte West,SG,6-4,180,"July 26, 1983",us,R,Saint Joseph's
2005,3,CHI,Tyson Chandler,C,7-0,235,"October 2, 1982",us,3,
2005,2,CHI,Eddy Curry,C,7-0,295,"December 5, 1982",us,3,
2005,34,CHI,Antonio Davis,PF,6-9,215,"October 31, 1968",us,11,Texas-El Paso
2005,9,CHI,Luol Deng,SF,6-9,237,"April 16, 1985",ss,R,Duke
2005,21,CHI,Chris Duhon,PG,6-1,185,"August 31, 1982",us,R,Duke
2005,51,CHI,Lawrence Funderburke,PF,6-9,230,"December 15, 1970",us,6,"Indiana, Ohio State"
2005,7,CHI,Ben Gordon,SG,6-3,200,"April 4, 1983",gb,R,UConn
2005,44,CHI,Adrian Griffin,SF,6-5,217,"July 4, 1974",us,5,Seton Hall
2005,24,CHI,Othella Harrington,PF,6-9,235,"January 31, 1974",us,8,Georgetown
2005,12,CHI,Kirk Hinrich,PG,6-4,190,"January 2, 1981",us,1,Kansas
2005,5,CHI,Andrés Nocioni,SF,6-7,225,"November 30, 1979",ar,R,
2005,15,CHI,Jannero Pargo,PG,6-1,175,"October 22, 1979",us,2,Arkansas
2005,52,CHI,Eric Piatkowski,SG,6-7,215,"September 30, 1970",us,10,Nebraska
2005,35,CHI,Jared Reiner,C,6-11,255,"April 8, 1982",us,R,Iowa
2005,30,CHI,Frank Williams,SG,6-3,212,"February 25, 1980",us,2,Illinois
2005,52,CLE,DeSagana Diop,C,7-0,300,"January 30, 1982",sn,3,
2005,90,CLE,Drew Gooden,PF,6-10,250,"September 24, 1981",us,2,Kansas
2005,12,CLE,Lucious Harris,SG,6-5,190,"December 18, 1970",us,11,Cal State Long Beach
